OS; CVE; PUBLIC_DATE; AUTHENTICATION; COMPLEXITY; VECTOR; CVSS; CWE; AVAILABILITY; CONFIDENTIALITY; INTEGRITY; SUMMARY;
Ubuntu; CVE-2014-7817; 2014-11-24 10:59:01.637000; NONE; LOW; LOCAL; 4.6;CWE-20;PARTIAL;PARTIAL;PARTIAL;The wordexp function in GNU C Library (aka glibc) 2.21 does not enforce the WRDE_NOCMD flag, which allows context-dependent attackers to execute arbitrary commands, as demonstrated by input containing "$((`...`))".;
Ubuntu; CVE-2014-6601; 2015-01-21 13:59:03.903000; NONE; LOW; NETWORK; 10.0;NONE;COMPLETE;COMPLETE;COMPLETE;Unspecified vulnerability in Oracle Java SE 6u85, 7u72, and 8u25 allows remote attackers to affect confidentiality, integrity, and availability via unknown vectors related to Hotspot.;
Ubuntu; CVE-2014-3707; 2014-11-15 15:59:00.140000; NONE; MEDIUM; NETWORK; 4.3;CWE-200;NONE;PARTIAL;NONE;The curl_easy_duphandle function in libcurl 7.17.1 through 7.38.0, when running with the CURLOPT_COPYPOSTFIELDS option, does not properly copy HTTP POST data for an easy handle, which triggers an out-of-bounds read that allows remote web servers to read sensitive memory information.;
Ubuntu; CVE-2014-3694; 2014-10-29 06:55:04.307000; NONE; LOW; NETWORK; 6.4;CWE-310;NONE;PARTIAL;PARTIAL;The (1) bundled GnuTLS SSL/TLS plugin and the (2) bundled OpenSSL SSL/TLS plugin in libpurple in Pidgin before 2.10.10 do not properly consider the Basic Constraints extension during verification of X.509 certificates from SSL servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate.;
Ubuntu; CVE-2013-7423; 2015-02-24 10:59:00.050000; NONE; LOW; NETWORK; 5.0;CWE-17;NONE;NONE;PARTIAL;The send_dg function in resolv/res_send.c in GNU C Library (aka glibc or libc6) before 2.20 does not properly reuse file descriptors, which allows remote attackers to send DNS queries to unintended locations via a large number of requests that trigger a call to the getaddrinfo function.;
Ubuntu; CVE-2013-0211; 2013-09-30 18:55:04.557000; NONE; LOW; NETWORK; 5.0;CWE-189;PARTIAL;NONE;NONE;Integer signedness error in the archive_write_zip_data function in archive_write_set_format_zip.c in libarchive 3.1.2 and earlier, when running on 64-bit machines, allows context-dependent attackers to cause a denial of service (crash) via unspecified vectors, which triggers an improper conversion between unsigned and signed types, leading to a buffer overflow.;
Ubuntu; CVE-2014-8080; 2014-11-03 11:55:07.790000; NONE; LOW; NETWORK; 5.0;NONE;PARTIAL;NONE;NONE;The REXML parser in Ruby 1.9.x before 1.9.3-p550, 2.0.x before 2.0.0-p594, and 2.1.x before 2.1.4 allows remote attackers to cause a denial of service (memory consumption) via a crafted XML document, aka an XML Entity Expansion (XEE) attack.;
Ubuntu; CVE-2014-3693; 2014-11-07 14:55:03.340000; NONE; LOW; NETWORK; 7.5;NONE;PARTIAL;PARTIAL;PARTIAL;Use-after-free vulnerability in the socket manager of Impress Remote in LibreOffice 4.x before 4.2.7 and 4.3.x before 4.3.3 allows remote attackers to cause a denial of service (crash) or possibly execute arbitrary code via a crafted request to TCP port 1599.;
Ubuntu; CVE-2015-2756; 2015-04-01 10:59:08.757000; NONE; LOW; LOCAL; 4.9;CWE-264;COMPLETE;NONE;NONE;QEMU, as used in Xen 3.3.x through 4.5.x, does not properly restrict access to PCI command registers, which might allow local HVM guest users to cause a denial of service (non-maskable interrupt and host crash) by disabling the (1) memory or (2) I/O decoding for a PCI Express device and then accessing the device, which triggers an Unsupported Request (UR) response.;
Ubuntu; CVE-2015-3153; 2015-05-01 11:59:05.817000; NONE; LOW; NETWORK; 5.0;CWE-200;NONE;PARTIAL;NONE;The default configuration for cURL and libcurl before 7.42.1 sends custom HTTP headers to both the proxy and destination server, which might allow remote proxy servers to obtain sensitive information by reading the header contents.;
Ubuntu; CVE-2015-3144; 2015-04-24 10:59:09.203000; SINGLE_INSTANCE; LOW; NETWORK; 9.0;CWE-119;COMPLETE;COMPLETE;COMPLETE;The fix_hostname function in cURL and libcurl 7.37.0 through 7.41.0 does not properly calculate an index, which allows remote attackers to cause a denial of service (out-of-bounds read or write and crash) or possibly have other unspecified impact via a zero-length host name, as demonstrated by "http://:80" and ":80.";
Ubuntu; CVE-2015-0247; 2015-02-17 10:59:02.983000; NONE; LOW; LOCAL; 4.6;CWE-119;PARTIAL;PARTIAL;PARTIAL;Heap-based buffer overflow in openfs.c in the libext2fs library in e2fsprogs before 1.42.12 allows local users to execute arbitrary code via crafted block group descriptor data in a filesystem image.;
Ubuntu; CVE-2014-9092; 2017-10-10 09:29:00.200000; NONE; MEDIUM; NETWORK; 4.3;CWE-119;PARTIAL;NONE;NONE;libjpeg-turbo before 1.3.1 allows remote attackers to cause a denial of service (crash) via a crafted JPEG file, related to the Exif marker.;
Ubuntu; CVE-2015-1472; 2015-04-08 06:59:02.673000; NONE; LOW; NETWORK; 7.5;CWE-119;PARTIAL;PARTIAL;PARTIAL;The ADDW macro in stdio-common/vfscanf.c in the GNU C Library (aka glibc or libc6) before 2.21 does not properly consider data-type size during memory allocation, which allows context-dependent attackers to cause a denial of service (buffer overflow) or possibly have unspecified other impact via a long line containing wide characters that are improperly handled in a wscanf call.;
Ubuntu; CVE-2015-4772; 2015-07-16 07:01:02.837000; SINGLE_INSTANCE; LOW; NETWORK; 4.0;NONE;PARTIAL;NONE;NONE;Unspecified vulnerability in Oracle MySQL Server 5.6.24 and earlier allows remote authenticated users to affect availability via unknown vectors related to Server : Partition.;
Ubuntu; CVE-2015-4771; 2015-07-16 07:01:02.007000; SINGLE_INSTANCE; MEDIUM; NETWORK; 3.5;NONE;PARTIAL;NONE;NONE;Unspecified vulnerability in Oracle MySQL Server 5.6.24 and earlier allows remote authenticated users to affect availability via vectors related to RBR.;
Ubuntu; CVE-2015-4769; 2015-07-16 07:01:00.380000; SINGLE_INSTANCE; MEDIUM; NETWORK; 3.5;NONE;PARTIAL;NONE;NONE;Unspecified vulnerability in Oracle MySQL Server 5.6.24 and earlier allows remote authenticated users to affect availability via unknown vectors related to Server : Security : Firewall, a different vulnerability than CVE-2015-4767.;
Ubuntu; CVE-2015-4767; 2015-07-16 07:00:58.457000; MULTIPLE_INSTANCES; HIGH; NETWORK; 1.7;NONE;PARTIAL;NONE;NONE;Unspecified vulnerability in Oracle MySQL Server 5.6.24 and earlier allows remote authenticated users to affect availability via unknown vectors related to Server : Security : Firewall, a different vulnerability than CVE-2015-4769.;
Ubuntu; CVE-2015-4761; 2015-07-16 07:00:54.787000; SINGLE_INSTANCE; MEDIUM; NETWORK; 3.5;NONE;PARTIAL;NONE;NONE;Unspecified vulnerability in Oracle MySQL Server 5.6.24 and earlier allows remote authenticated users to affect availability via unknown vectors related to Server : Memcached.;
Ubuntu; CVE-2015-3165; 2015-05-28 10:59:06.283000; NONE; MEDIUM; NETWORK; 4.3;NONE;PARTIAL;NONE;NONE;Double free vulnerability in PostgreSQL before 9.0.20, 9.1.x before 9.1.16, 9.2.x before 9.2.11, 9.3.x before 9.3.7, and 9.4.x before 9.4.2 allows remote attackers to cause a denial of service (crash) by closing an SSL session at a time when the authentication timeout will expire during the session shutdown sequence.;
Ubuntu; CVE-2015-3143; 2015-04-24 10:59:08.187000; NONE; LOW; NETWORK; 5.0;CWE-264;NONE;NONE;PARTIAL;cURL and libcurl 7.10.6 through 7.41.0 does not properly re-use NTLM connections, which allows remote attackers to connect as other users via an unauthenticated request, a similar issue to CVE-2014-0015.;
Ubuntu; CVE-2015-2806; 2015-04-10 11:00:05.960000; NONE; LOW; NETWORK; 10.0;CWE-119;COMPLETE;COMPLETE;COMPLETE;Stack-based buffer overflow in asn1_der_decoding in libtasn1 before 4.4 allows remote attackers to have unspecified impact via unknown vectors.;
Ubuntu; CVE-2015-2721; 2015-07-05 22:00:49.283000; NONE; MEDIUM; NETWORK; 4.3;CWE-310;NONE;NONE;PARTIAL;Mozilla Network Security Services (NSS) before 3.19, as used in Mozilla Firefox before 39.0, Firefox ESR 31.x before 31.8 and 38.x before 38.1, Thunderbird before 38.1, and other products, does not properly determine state transitions for the TLS state machine, which allows man-in-the-middle attackers to defeat cryptographic protection mechanisms by blocking messages, as demonstrated by removing a forward-secrecy property by blocking a ServerKeyExchange message, aka a "SMACK SKIP-TLS" issue.;
Ubuntu; CVE-2015-2661; 2015-07-16 07:00:20.023000; NONE; LOW; LOCAL; 2.1;NONE;PARTIAL;NONE;NONE;Unspecified vulnerability in Oracle MySQL Server 5.6.24 and earlier allows local users to affect availability via unknown vectors related to Client.;
Ubuntu; CVE-2015-2641; 2015-07-16 07:00:02.893000; SINGLE_INSTANCE; MEDIUM; NETWORK; 3.5;NONE;PARTIAL;NONE;NONE;Unspecified vulnerability in Oracle MySQL Server 5.6.24 and earlier allows remote authenticated users to affect availability via unknown vectors related to Server : Security : Privileges.;
Ubuntu; CVE-2015-2639; 2015-07-16 07:00:00.847000; SINGLE_INSTANCE; MEDIUM; NETWORK; 3.5;NONE;NONE;NONE;PARTIAL;Unspecified vulnerability in Oracle MySQL Server 5.6.24 and earlier allows remote authenticated users to affect integrity via unknown vectors related to Server : Security : Firewall.;
Ubuntu; CVE-2015-2617; 2015-07-16 06:59:40.980000; SINGLE_INSTANCE; LOW; NETWORK; 6.5;NONE;PARTIAL;PARTIAL;PARTIAL;Unspecified vulnerability in Oracle MySQL Server 5.6.24 and earlier allows remote authenticated users to affect confidentiality, integrity, and availability via unknown vectors related to Partition.;
Ubuntu; CVE-2015-2611; 2015-07-16 06:59:35.883000; SINGLE_INSTANCE; LOW; NETWORK; 4.0;NONE;PARTIAL;NONE;NONE;Unspecified vulnerability in Oracle MySQL Server 5.6.24 and earlier allows remote authenticated users to affect availability via vectors related to DML.;
Ubuntu; CVE-2014-8150; 2015-01-15 10:59:06.047000; NONE; MEDIUM; NETWORK; 4.3;NONE;NONE;NONE;PARTIAL;CRLF injection vulnerability in libcurl 6.0 through 7.x before 7.40.0, when using an HTTP proxy, allows remote attackers to inject arbitrary HTTP headers and conduct HTTP response splitting attacks via CRLF sequences in a URL.;
Ubuntu; CVE-2014-8117; 2014-12-17 14:59:05.353000; NONE; LOW; NETWORK; 5.0;CWE-399;PARTIAL;NONE;NONE;softmagic.c in file before 5.21 does not properly limit recursion, which allows remote attackers to cause a denial of service (CPU consumption or crash) via unspecified vectors.;
Ubuntu; CVE-2014-8116; 2014-12-17 14:59:02.637000; NONE; LOW; NETWORK; 5.0;CWE-399;PARTIAL;NONE;NONE;The ELF parser (readelf.c) in file before 5.21 allows remote attackers to cause a denial of service (CPU consumption or crash) via a large number of (1) program or (2) section headers or (3) invalid capabilities.;
Ubuntu; CVE-2013-7421; 2015-03-02 06:59:00.053000; NONE; LOW; LOCAL; 2.1;CWE-264;NONE;NONE;PARTIAL;The Crypto API in the Linux kernel before 3.18.5 allows local users to load arbitrary kernel modules via a bind system call for an AF_ALG socket with a module name in the salg_name field, a different vulnerability than CVE-2014-9644.;
Ubuntu; CVE-2014-7815; 2014-11-14 10:59:01.497000; NONE; LOW; NETWORK; 5.0;CWE-264;PARTIAL;NONE;NONE;The set_pixel_format function in ui/vnc.c in QEMU allows remote attackers to cause a denial of service (crash) via a small bytes_per_pixel value.;
Ubuntu; CVE-2015-4171; 2015-06-10 14:59:09.097000; NONE; HIGH; NETWORK; 2.6;CWE-200;NONE;PARTIAL;NONE;strongSwan 4.3.0 through 5.x before 5.3.2 and strongSwan VPN Client before 1.4.6, when using EAP or pre-shared keys for authenticating an IKEv2 connection, does not enforce server authentication restrictions until the entire authentication process is complete, which allows remote servers to obtain credentials by using a valid certificate and then reading the responses.;
Ubuntu; CVE-2015-1572; 2015-02-24 10:59:05.660000; NONE; LOW; LOCAL; 4.6;CWE-119;PARTIAL;PARTIAL;PARTIAL;Heap-based buffer overflow in closefs.c in the libext2fs library in e2fsprogs before 1.42.12 allows local users to execute arbitrary code by causing a crafted block group descriptor to be marked as dirty. NOTE: this vulnerability exists because of an incomplete fix for CVE-2015-0247.;
Ubuntu; CVE-2015-3409; 2015-05-19 14:59:06.293000; NONE; LOW; LOCAL; 7.2;NONE;COMPLETE;COMPLETE;COMPLETE;Untrusted search path vulnerability in Module::Signature before 0.75 allows local users to gain privileges via a Trojan horse module under the current working directory, as demonstrated by a Trojan horse Text::Diff module.;
Ubuntu; CVE-2015-3408; 2015-05-19 14:59:05.277000; NONE; LOW; NETWORK; 10.0;CWE-77;COMPLETE;COMPLETE;COMPLETE;Module::Signature before 0.74 allows remote attackers to execute arbitrary shell commands via a crafted SIGNATURE file which is not properly handled when generating checksums from a signed manifest.;
Ubuntu; CVE-2015-3407; 2015-05-19 14:59:03.667000; NONE; LOW; NETWORK; 5.0;CWE-284;NONE;NONE;PARTIAL;Module::Signature before 0.74 allows remote attackers to bypass signature verification for files via a signature file that does not list the files.;
Ubuntu; CVE-2015-0250; 2015-03-24 13:59:00.070000; NONE; LOW; NETWORK; 6.4;NONE;PARTIAL;PARTIAL;NONE;XML external entity (XXE) vulnerability in the SVG to (1) PNG and (2) JPG conversion classes in Apache Batik 1.x before 1.8 allows remote attackers to read arbitrary files or cause a denial of service via a crafted SVG file.;
Ubuntu; CVE-2014-3640; 2014-11-07 14:55:02.713000; NONE; LOW; LOCAL; 2.1;CWE-476;PARTIAL;NONE;NONE;The sosendto function in slirp/udp.c in QEMU before 2.1.2 allows local users to cause a denial of service (NULL pointer dereference) by sending a udp packet with a value of 0 in the source port and address, which triggers access of an uninitialized socket.;
Ubuntu; CVE-2015-3643; 2017-09-27 21:29:00.590000; NONE; LOW; LOCAL; 4.6;CWE-264;PARTIAL;PARTIAL;PARTIAL;usb-creator before 0.2.38.3ubuntu0.1 on Ubuntu 12.04 LTS, before 0.2.56.3ubuntu0.1 on Ubuntu 14.04 LTS, before 0.2.62ubuntu0.3 on Ubuntu 14.10, and before 0.2.67ubuntu0.1 on Ubuntu 15.04 allows local users to gain privileges by leveraging a missing call check_polkit for the KVMTest method.;
Ubuntu; CVE-2014-3583; 2014-12-15 13:59:02.190000; NONE; LOW; NETWORK; 5.0;CWE-119;PARTIAL;NONE;NONE;The handle_headers function in mod_proxy_fcgi.c in the mod_proxy_fcgi module in the Apache HTTP Server 2.4.10 allows remote FastCGI servers to cause a denial of service (buffer over-read and daemon crash) via long response headers.;
Ubuntu; CVE-2015-1330; 2015-07-01 10:59:04.360000; NONE; MEDIUM; NETWORK; 6.8;CWE-287;PARTIAL;PARTIAL;PARTIAL;unattended-upgrades before 0.86.1 does not properly authenticate packages when the (1) force-confold or (2) force-confnew dpkg options are enabled in the DPkg::Options::* apt configuration, which allows remote man-in-the-middle attackers to upload and execute arbitrary packages via unspecified vectors.;
Ubuntu; CVE-2015-1346; 2015-01-22 17:59:29.520000; NONE; LOW; NETWORK; 7.5;NONE;PARTIAL;PARTIAL;PARTIAL;Multiple unspecified vulnerabilities in Google V8 before 3.30.33.15, as used in Google Chrome before 40.0.2214.91, allow attackers to cause a denial of service or possibly have other impact via unknown vectors.;
Ubuntu; CVE-2015-0432; 2015-01-21 14:59:17.797000; SINGLE_INSTANCE; LOW; NETWORK; 4.0;NONE;PARTIAL;NONE;NONE;Unspecified vulnerability in Oracle MySQL Server 5.5.40 and earlier allows remote authenticated users to affect availability via vectors related to Server : InnoDB : DDL : Foreign Key.;
Ubuntu; CVE-2015-0413; 2015-01-21 14:59:02.187000; NONE; MEDIUM; LOCAL; 1.9;NONE;NONE;NONE;PARTIAL;Unspecified vulnerability in Oracle Java SE 7u72 and 8u25 allows local users to affect integrity via unknown vectors related to Serviceability.;
Ubuntu; CVE-2015-0407; 2015-01-21 13:59:47.793000; NONE; LOW; NETWORK; 5.0;NONE;NONE;PARTIAL;NONE;Unspecified vulnerability in Oracle Java SE 5.0u75, 6u85, 7u72, and 8u25 allows remote attackers to affect confidentiality via unknown vectors related to Swing.;
Ubuntu; CVE-2014-7824; 2014-11-18 10:59:04.017000; NONE; LOW; LOCAL; 2.1;CWE-399;PARTIAL;NONE;NONE;D-Bus 1.3.0 through 1.6.x before 1.6.26, 1.8.x before 1.8.10, and 1.9.x before 1.9.2 allows local users to cause a denial of service (prevention of new connections and connection drop) by queuing the maximum number of file descriptors.  NOTE: this vulnerability exists because of an incomplete fix for CVE-2014-3636.1.;
Ubuntu; CVE-2015-1324; 2017-08-25 14:29:00.513000; NONE; LOW; LOCAL; 7.2;CWE-264;COMPLETE;COMPLETE;COMPLETE;Apport before 2.17.2-0ubuntu1.1 as packaged in Ubuntu 15.04, before 2.14.70ubuntu8.5 as packaged in Ubuntu 14.10, before 2.14.1-0ubuntu3.11 as packaged in Ubuntu 14.04 LTS, and before 2.0.1-0ubuntu17.9 as packaged in Ubuntu 12.04 LTS allow local users to write to arbitrary files and gain root privileges by leveraging incorrect handling of permissions when generating core dumps for setuid binaries.;
Ubuntu; CVE-2015-1325; 2017-08-25 14:29:00.543000; NONE; MEDIUM; LOCAL; 6.9;CWE-362;COMPLETE;COMPLETE;COMPLETE;Race condition in Apport before 2.17.2-0ubuntu1.1 as packaged in Ubuntu 15.04, before 2.14.70ubuntu8.5 as packaged in Ubuntu 14.10, before 2.14.1-0ubuntu3.11 as packaged in Ubuntu 14.04 LTS, and before 2.0.1-0ubuntu17.9 as packaged in Ubuntu 12.04 LTS allow local users to write to arbitrary files and gain root privileges.;
Ubuntu; CVE-2014-9637; 2017-08-25 14:29:00.450000; NONE; MEDIUM; NETWORK; 7.1;CWE-399;COMPLETE;NONE;NONE;GNU patch 2.7.2 and earlier allows remote attackers to cause a denial of service (memory consumption and segmentation fault) via a crafted diff file.;
Ubuntu; CVE-2015-1395; 2017-08-25 14:29:00.590000; NONE; LOW; NETWORK; 7.8;CWE-22;NONE;NONE;COMPLETE;Directory traversal vulnerability in GNU patch versions which support Git-style patching before 2.7.3 allows remote attackers to write to arbitrary files with the permissions of the target user via a .. (dot dot) in a diff file name.;
Ubuntu; CVE-2014-4975; 2014-11-15 15:59:01.453000; NONE; LOW; NETWORK; 5.0;CWE-119;NONE;PARTIAL;NONE;Off-by-one error in the encodes function in pack.c in Ruby 1.9.3 and earlier, and 2.x through 2.1.2, when using certain format string specifiers, allows context-dependent attackers to cause a denial of service (segmentation fault) via vectors that trigger a stack-based buffer overflow.;
Ubuntu; CVE-2012-3509; 2012-09-05 19:55:01.727000; NONE; LOW; NETWORK; 5.0;CWE-189;PARTIAL;NONE;NONE;Multiple integer overflows in the (1) _objalloc_alloc function in objalloc.c and (2) objalloc_alloc macro in include/objalloc.h in GNU libiberty, as used by binutils 2.22, allow remote attackers to cause a denial of service (crash) via vectors related to the "addition of CHUNK_HEADER_SIZE to the length," which triggers a heap-based buffer overflow.;
Ubuntu; CVE-2015-1323; 2017-07-21 10:29:00.210000; NONE; LOW; LOCAL; 4.9;CWE-200;NONE;COMPLETE;NONE;The simulate dbus method in aptdaemon before 1.1.1+bzr982-0ubuntu3.1 as packaged in Ubuntu 15.04, before 1.1.1+bzr980-0ubuntu1.1 as packaged in Ubuntu 14.10, before 1.1.1-1ubuntu5.2 as packaged in Ubuntu 14.04 LTS, before 0.43+bzr805-0ubuntu10 as packaged in Ubuntu 12.04 LTS allows local users to obtain sensitive information, or access files with root permissions.;
Ubuntu; CVE-2015-3310; 2015-04-24 10:59:11.860000; NONE; MEDIUM; NETWORK; 4.3;CWE-119;PARTIAL;NONE;NONE;Buffer overflow in the rc_mksid function in plugins/radius/util.c in Paul's PPP Package (ppp) 2.4.6 and earlier, when the PID for pppd is greater than 65535, allows remote attackers to cause a denial of service (crash) via a start accounting message to the RADIUS server.;
Ubuntu; CVE-2015-1779; 2016-01-12 14:59:00.110000; NONE; LOW; NETWORK; 7.8;CWE-399;COMPLETE;NONE;NONE;The VNC websocket frame decoder in QEMU allows remote attackers to cause a denial of service (memory and CPU consumption) via a large (1) websocket payload or (2) HTTP headers section.;
Ubuntu; CVE-2014-9636; 2015-02-06 10:59:06.757000; NONE; LOW; NETWORK; 5.0;CWE-119;PARTIAL;NONE;NONE;unzip 6.0 allows remote attackers to cause a denial of service (out-of-bounds read or write and crash) via an extra field with an uncompressed size smaller than the compressed field size in a zip archive that advertises STORED method compression.;
Ubuntu; CVE-2014-8738; 2015-01-15 10:59:14.297000; NONE; LOW; NETWORK; 5.0;CWE-119;PARTIAL;NONE;NONE;The _bfd_slurp_extended_name_table function in bfd/archive.c in GNU binutils 2.24 and earlier allows remote attackers to cause a denial of service (invalid write, segmentation fault, and crash) via a crafted extended name table in an archive.;
Ubuntu; CVE-2014-8737; 2014-12-09 18:59:07.097000; NONE; LOW; LOCAL; 3.6;CWE-22;PARTIAL;NONE;PARTIAL;Multiple directory traversal vulnerabilities in GNU binutils 2.24 and earlier allow local users to delete arbitrary files via a .. (dot dot) or full path name in an archive to (1) strip or (2) objcopy or create arbitrary files via (3) a .. (dot dot) or full path name in an archive to ar.;
Ubuntu; CVE-2014-8504; 2014-12-09 18:59:06.147000; NONE; LOW; NETWORK; 7.5;CWE-119;PARTIAL;PARTIAL;PARTIAL;Stack-based buffer overflow in the srec_scan function in bfd/srec.c in GNU binutils 2.24 and earlier allows remote attackers to cause a denial of service (crash) and possibly have other unspecified impact via a crafted file.;
Ubuntu; CVE-2014-8503; 2014-12-09 18:59:05.020000; NONE; LOW; NETWORK; 7.5;CWE-119;PARTIAL;PARTIAL;PARTIAL;Stack-based buffer overflow in the ihex_scan function in bfd/ihex.c in GNU binutils 2.24 and earlier allows remote attackers to cause a denial of service (crash) and possibly have other unspecified impact via a crafted ihex file.;
Ubuntu; CVE-2014-8502; 2014-12-09 18:59:04.067000; NONE; LOW; NETWORK; 7.5;CWE-119;PARTIAL;PARTIAL;PARTIAL;Heap-based buffer overflow in the pe_print_edata function in bfd/peXXigen.c in GNU binutils 2.24 and earlier allows remote attackers to cause a denial of service (crash) and possibly have other unspecified impact via a truncated export table in a PE file.;
Ubuntu; CVE-2014-8501; 2014-12-09 18:59:03.020000; NONE; LOW; NETWORK; 7.5;CWE-119;PARTIAL;PARTIAL;PARTIAL;The _bfd_XXi_swap_aouthdr_in function in bfd/peXXigen.c in GNU binutils 2.24 and earlier allows remote attackers to cause a denial of service (out-of-bounds write) and possibly have other unspecified impact via a crafted NumberOfRvaAndSizes field in the AOUT header in a PE executable.;
Ubuntu; CVE-2014-8485; 2014-12-09 18:59:01.410000; NONE; LOW; NETWORK; 7.5;CWE-94;PARTIAL;PARTIAL;PARTIAL;The setup_group function in bfd/elf.c in libbfd in GNU binutils 2.24 and earlier allows remote attackers to cause a denial of service (crash) and possibly execute arbitrary code via crafted section group headers in an ELF file.;
Ubuntu; CVE-2014-8484; 2014-12-09 18:59:00.083000; NONE; LOW; NETWORK; 5.0;CWE-119;PARTIAL;NONE;NONE;The srec_scan function in bfd/srec.c in libdbfd in GNU binutils before 2.25 allows remote attackers to cause a denial of service (out-of-bounds read) via a small S-record.;
Ubuntu; CVE-2012-6656; 2014-12-05 11:59:00.067000; NONE; LOW; NETWORK; 5.0;CWE-20;PARTIAL;NONE;NONE;iconvdata/ibm930.c in GNU C Library (aka glibc) before 2.16 allows context-dependent attackers to cause a denial of service (out-of-bounds read) via a multibyte character value of "0xffff" to the iconv function when converting IBM930 encoded data to UTF-8.;
Ubuntu; CVE-2015-3333; 2015-04-19 06:59:13.287000; NONE; LOW; NETWORK; 7.5;NONE;PARTIAL;PARTIAL;PARTIAL;Multiple unspecified vulnerabilities in Google V8 before 4.2.77.14, as used in Google Chrome before 42.0.2311.90, allow attackers to cause a denial of service or possibly have other impact via unknown vectors.;
Ubuntu; CVE-2015-2668; 2015-05-12 15:59:15.930000; NONE; LOW; NETWORK; 5.0;CWE-399;PARTIAL;NONE;NONE;ClamAV before 0.98.7 allows remote attackers to cause a denial of service (infinite loop) via a crafted xz archive file.;
Ubuntu; CVE-2015-2222; 2015-05-12 15:59:13.117000; NONE; LOW; NETWORK; 5.0;CWE-399;PARTIAL;NONE;NONE;ClamAV before 0.98.7 allows remote attackers to cause a denial of service (crash) via a crafted petite packed file.;
Ubuntu; CVE-2015-2221; 2015-05-12 15:59:12.243000; NONE; LOW; NETWORK; 5.0;CWE-399;PARTIAL;NONE;NONE;ClamAV before 0.98.7 allows remote attackers to cause a denial of service (infinite loop) via a crafted y0da cryptor file.;
Ubuntu; CVE-2015-2170; 2015-05-12 15:59:09.287000; NONE; LOW; NETWORK; 5.0;CWE-399;PARTIAL;NONE;NONE;The upx decoder in ClamAV before 0.98.7 allows remote attackers to cause a denial of service (crash) via a crafted file.;
Ubuntu; CVE-2015-1774; 2015-04-28 10:59:00.077000; NONE; MEDIUM; NETWORK; 6.8;CWE-119;PARTIAL;PARTIAL;PARTIAL;The HWP filter in LibreOffice before 4.3.7 and 4.4.x before 4.4.2 and Apache OpenOffice before 4.1.2 allows remote attackers to cause a denial of service (crash) or possibly execute arbitrary code via a crafted HWP document, which triggers an out-of-bounds write.;
Ubuntu; CVE-2015-1250; 2015-05-01 06:59:05.983000; NONE; LOW; NETWORK; 7.5;NONE;PARTIAL;PARTIAL;PARTIAL;Multiple unspecified vulnerabilities in Google Chrome before 42.0.2311.135 allow attackers to cause a denial of service or possibly have other impact via unknown vectors.;
Ubuntu; CVE-2015-1249; 2015-04-19 06:59:12.240000; NONE; LOW; NETWORK; 7.5;NONE;PARTIAL;PARTIAL;PARTIAL;Multiple unspecified vulnerabilities in Google Chrome before 42.0.2311.90 allow attackers to cause a denial of service or possibly have other impact via unknown vectors.;
Ubuntu; CVE-2015-1244; 2015-04-19 06:59:07.757000; NONE; LOW; NETWORK; 5.0;CWE-200;NONE;PARTIAL;NONE;The URLRequest::GetHSTSRedirect function in url_request/url_request.cc in Google Chrome before 42.0.2311.90 does not replace the ws scheme with the wss scheme whenever an HSTS Policy is active, which makes it easier for remote attackers to obtain sensitive information by sniffing the network for WebSocket traffic.;
Ubuntu; CVE-2015-1243; 2015-05-01 06:59:05.043000; NONE; LOW; NETWORK; 7.5;NONE;PARTIAL;PARTIAL;PARTIAL;Use-after-free vulnerability in the MutationObserver::disconnect function in core/dom/MutationObserver.cpp in the DOM implementation in Blink, as used in Google Chrome before 42.0.2311.135, allows remote attackers to cause a denial of service or possibly have unspecified other impact by triggering an attempt to unregister a MutationObserver object that is not currently registered.;
Ubuntu; CVE-2015-1242; 2015-04-19 06:59:06.757000; NONE; LOW; NETWORK; 7.5;NONE;PARTIAL;PARTIAL;PARTIAL;The ReduceTransitionElementsKind function in hydrogen-check-elimination.cc in Google V8 before 4.2.77.8, as used in Google Chrome before 42.0.2311.90, allows remote attackers to cause a denial of service or possibly have unspecified other impact via crafted JavaScript code that leverages "type confusion" in the check-elimination optimization.;
Ubuntu; CVE-2015-1241; 2015-04-19 06:59:05.773000; NONE; MEDIUM; NETWORK; 4.3;CWE-20;NONE;NONE;PARTIAL;Google Chrome before 42.0.2311.90 does not properly consider the interaction of page navigation with the handling of touch events and gesture events, which allows remote attackers to trigger unintended UI actions via a crafted web site that conducts a "tapjacking" attack.;
Ubuntu; CVE-2015-1240; 2015-04-19 06:59:04.837000; NONE; LOW; NETWORK; 5.0;CWE-119;PARTIAL;NONE;NONE;gpu/blink/webgraphicscontext3d_impl.cc in the WebGL implementation in Google Chrome before 42.0.2311.90 allows remote attackers to cause a denial of service (out-of-bounds read) via a crafted WebGL program that triggers a state inconsistency.;
Ubuntu; CVE-2015-1238; 2015-04-19 06:59:03.853000; NONE; LOW; NETWORK; 7.5;CWE-119;PARTIAL;PARTIAL;PARTIAL;Skia, as used in Google Chrome before 42.0.2311.90, allows remote attackers to cause a denial of service (out-of-bounds write) or possibly have unspecified other impact via unknown vectors.;
